"id","portail","profil_role","contexte","compte_resolu","organisation","route","module","roles_registre","types_registre","capacites_registre_OR","lecture_seule_registre","national_registre","gardes_route_JSX","resultat_fonction_pure","statut_controle_serveur","statut_test_interface","statut_audit","preuve","sources","limite","baseline","version_source"
"DRT-00b0892149ba","POR-admin","admin","PROFIL_INACTIF","unknown","sonasp","/portail-dgi/paiements","artisan_gold_market","dgi","dgi","dgi.fiscal.control | dgi.fiscal.reconcile","true","false","<ProtectedRoute requiredAnyCapabilities={[CAPABILITIES.DGI_FISCAL_CONTROL, CAPABILITIES.DGI_FISCAL_RECONCILE]}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:314 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00b158bb3394","POR-collector","collector","PROFIL_INACTIF","unknown","sonasp","/national-reserve/allocations/:id","national_reserve","admin | management","sonasp","","true","true","<ProtectedRoute allowedRoles={['management', 'admin']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:717 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00b5ace925d4","POR-dgi","dgi","MODULES_EXPLICITES_VIDES","dgi","dgi","/contrats","gold_purchases","customer | management | mine","mine | sonasp","mine.operate | sonasp.approve | sonasp.finance.execute | sonasp.finance.reconcile | sonasp.prepare | sonasp.workflow.read","true","false","<ProtectedRoute allowedRoles={['management', 'mine']} requiredAnyCapabilities={MINE_RELATION_READ_CAPABILITIES} >","REFUSE:module","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:873 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00bcf056f0ee","POR-direction","manager","CAPACITES_EXPLICITES_VIDES","direction","sonasp","/contrats","gold_purchases","customer | management | mine","mine | sonasp","mine.operate | sonasp.approve | sonasp.finance.execute | sonasp.finance.reconcile | sonasp.prepare | sonasp.workflow.read","true","false","<ProtectedRoute allowedRoles={['management', 'mine']} requiredAnyCapabilities={MINE_RELATION_READ_CAPABILITIES} >","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:873 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00c0d5e182c9","POR-owner","owner","TENANT_MINE_INCOHERENT","unknown","sonasp","/stakeholders/mining-companies/:id","stakeholders","admin | dgmg | management","admin | dgmg | sonasp","dgmg.supervise | referentials.manage | sonasp.prepare","false","false","<ProtectedRoute allowedRoles={['management', 'admin', 'dgmg']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1734 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00c1ede56bc1","POR-refinery","refinery","MODULES_EXPLICITES_VIDES","refinery","sonasp","/freight/shipments/:id","shipping","airport | customer | factory | management | mine","airport | factory | mine | sonasp","","true","false","<ProtectedRoute>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1338 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00c379b4e3ed","POR-factory","factory","MODULES_EXPLICITES_VIDES","factory","sonasp","/admin/workflow","settings","management","sonasp","sonasp.workflow.read","true","true","<ProtectedRoute allowedRoles={['management']}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1170 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00c3d0a5a16f","POR-airport","airport","CAPACITES_EXPLICITES_VIDES","unknown","sonasp","/analytics","analytics","management","sonasp","reports.read","true","true","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1590 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00c69e3164a1","POR-owner","owner","TENANT_MINE_INCOHERENT","unknown","sonasp","/sonasp/cessions-comptoirs","public-et-alias","admin | management","admin | sonasp","sonasp.approve | sonasp.finance.execute | sonasp.finance.reconcile | sonasp.prepare","true","true","<ProtectedRoute requiredAnyCapabilities={SONASP_COMPTOIR_INBOX_CAPABILITIES}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:392 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00d7f0d0559c","POR-dgmg","dgmg","MODULES_EXPLICITES_VIDES","dgmg","dgmg","/artisan-minier/paiements/historique/:paiementId","artisan_gold_market","customer | management","collector | comptoir | sonasp","","true","false","<ProtectedRoute>","REFUSE:module","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:564 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00de79d32a94","POR-comptoir","comptoir","TENANT_MINE_INCOHERENT","unknown","comptoir","/portail-dgmg","portal-dgmg","dgmg","dgmg","dgmg.supervise","true","false","<ProtectedRoute requiredAnyCapabilities={[CAPABILITIES.DGMG_SUPERVISE]}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:290 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00deb59b7a81","POR-collector","collector","CAPACITES_EXPLICITES_COMPLETES","collector","sonasp","/artisan-minier/rapports/quantites","artisan_gold_market","customer | management","comptoir | sonasp","","true","false","<ProtectedRoute>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:609 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00fd3ce2d755","POR-dgmg","dgmg","CAPACITES_EXPLICITES_COMPLETES","dgmg","dgmg","/collecte/ventes","artisan_gold_market","admin | collector | comptoir | customer | dgmg | management | owner","admin | collector | comptoir | dgmg | owner | sonasp","","false","false","<ProtectedRoute>","ADMIS_PAR_REGISTRE_FRONTEND","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:330 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-00ff6d92a158","POR-sonasp","management","CAPACITES_EXPLICITES_VIDES","sonasp","sonasp","/admin/messagerie/nouveau","administration","admin","admin","email.settings.manage","false","true","<ProtectedRoute allowedRoles={['management']}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1212 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-0106831e6cde","POR-direction","manager","CAPACITES_EXPLICITES_VIDES","direction","sonasp","/dashboard/airport","dashboard","airport","airport","airport.operate","true","false","<ProtectedRoute allowedRoles={['airport']}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1815 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-01082bac304d","POR-dgmg","dgmg","CAPACITES_EXPLICITES_COMPLETES","dgmg","dgmg","/sales/new","sales","customer | management | mine","mine | sonasp","mine.operate | sonasp.prepare","false","false","<ProtectedRoute requiredPermission={PERMISSIONS.SALES_CREATE}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1442 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-010c8a50543d","POR-dgmg","dgmg","PROFIL_INACTIF","unknown","dgmg","/artisan-minier/liste","artisan-minier","customer | dgmg | management","collector | comptoir | dgmg | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:438 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-011550c4e069","POR-dgmg","dgmg","PROFIL_INACTIF","unknown","dgmg","/contrats/nouveau","gold_purchases","customer | management | mine","mine | sonasp","mine.operate | sonasp.prepare","false","false","<ProtectedRoute allowedRoles={['management', 'mine']} requiredAnyCapabilities={MINE_CONTRACT_WRITE_CAPABILITIES} >","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:895 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-011d409041c1","POR-refinery","refinery","TENANT_MINE_INCOHERENT","unknown","sonasp","/national-reserve/physical","national_reserve","admin | management","sonasp","","true","true","<ProtectedRoute allowedRoles={['management', 'admin']}>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:663 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-011e70cfa0aa","POR-refinery","refinery","CAPACITES_EXPLICITES_COMPLETES","refinery","sonasp","/artisan-sites/nouveau","mining_sites","admin | dgmg | owner","admin | dgmg | owner","","false","false","<ProtectedRoute allowedRoles={['admin', 'dgmg']}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:754 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-012aa930a922","POR-dgi","dgi","CAPACITES_EXPLICITES_VIDES","unknown","dgi","/artisan-minier/paiements","artisan_gold_market","customer | management","comptoir | sonasp","","true","false","<ProtectedRoute>","REFUSE:unknown-profile","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:537 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
"DRT-01374e4924aa","POR-comptoir","comptoir","MODULES_EXPLICITES_VIDES","comptoir","comptoir","/admin/audit","administration","admin | owner","admin | owner","reports.read","true","true","<ProtectedRoute requiredPermission={PERMISSIONS.AUDIT_VIEW}>","REFUSE:role","NON EXÉCUTÉ","NON EXÉCUTÉ","À TESTER","Fonction pure evaluatePrivateRouteAccess exécutée localement sur profil artificiel en mémoire; aucun compte réel/session/API","src/PrivateApp.tsx:1230 | src/components/auth/ProtectedRoute.tsx | src/lib/capabilities.ts | src/lib/routeAccessRegistry.ts","N’est pas une preuve des gardes JSX, AAL2, RLS, RPC, Storage ni des actions métier; résultats frontend à confirmer dans chaque session autorisée","83f8c74e","83f8c74ea83c81a2734ef9e086c2edd211573ebe"
